id,document,label
890,룰은 언제나 똑같다. 최고의 연기 최고의 감동,1
891,그냥 느낌좋았던 영화중 하나였다 위노나라이더나온다는것만으로도 좋았따,1
892,최고의 홍콩영화중 하나. 20년 전의 느낌이 나직도 남는다.,1
893,줄거리만 보면 흥미진진해보이지만 연출력과 억지 코미디가 진부하다.,0
894,평론가 네이놈들!! 평점이 어찌 그따위냐?,1
895,진짜..이 정도로 형편 없고 치밀함도 떨어지는 영화도 다 있구나...,0
896,밑에 평가하신 분들 다 스텝들인가요;;,0
897,주인공 인물 참..맘에 안들고 남편 욜라 불쌍하네,0
898,암걸릴거같은연기.. 보는내내짜증만남 연출도연기도 개차반,0
899,진짜 킬링타임용으로 보려는사람들 보지마라 다보고나서 괜히 기분만나빠지지말고,0
900,지금봐도 재미있다 정말 최고의 코믹영화라고 생각이듭니다.,1
901,..글쎄다...쇼킹하긴하지만 노골적으로 할필요까진..;; 엽기적이다.,0
902,펑점조절위원회에서 나왔습니다...(웃음)평점1점짜리는 아니지만...(웃음),0
903,최고의영화 울다왔네요..꼭보세요 볼까말까 망설이시는분들 정말최고입니다,1
904,두더지는 햇빛을 보면 눈이 먼다,1
905,결말이 ㅠ ㅠ 멜비푸포 완전멋져요 ㅠ이제서야알다니 ㅠㅠ,1
906,다들 재미있게 보구 계시조 재밌네여 ㅋㅋㅋㅋ,1
907,허탈한 영화...배우들이 아깝다.,0
908,감독 터지는 장면 하나는 웃겼다 예~,0
909,무조건 10점 정말 재밋습니다.,1
910,재미없고 지루한 1인원맨쇼 저예산영화 완전통수영화임 시간아까운영화,0
911,내가 평생 본 애니영화중 가장 잔잔하고 가장 재미있었다.,1
912,보는내내 가슴이 먹먹하고 목이메여왔다...,1
913,카피처럼 정말 공포마저 삼켜버렸다. 오프닝에서의 기대감을 처참히 부쉈다,0
914,"88서울올림픽우승자라는 것 빼고는,별거없다.주인공~",0
915,일본인들 연기하는거 오글거려죽겠다ㅠㅠㅠㅠ 너무 못한다,0
916,이거엄청좋아했는데 지금은기억도안나네,1
917,진짜 재미있게 봤어요. 최곱니다!,1
918,숨겨진 걸작을 보는 느낌? 역대급 재미...,1
919,정말 좋은 영화였던거 같다^^,1
920,하아 유플티비로 보는데 나레이션 때문에 끝까지 못보겠어요,0
921,자장면을 먹으며 태연히 살인을 저지르던 브루스윌리스,1
922,"컨저링하고 평점 비슷해서 봤는데, 평점 좀 내려야 될 것 같다.",0
923,신은경 재기를 위해 옷을 벗은 노출 영화 ㅉㅉ,0
924,와~깜찍하고 톡톡튀는.. 보는내내 즐거웠어요...^^,1
925,완득이 캐릭터랑 머가 다르냐? 2탄이여??,0
926,작전과 비교해서 형편없는 영화,0
927,철없는 나를 되돌아보게하는 영화 마음이 따뜻해지는영화,1
928,예술성이나 흥행성이나 그닥..........,0
929,에효 원작의 기묘발랄함은 어디로 갔니,0
930,"내 인생 최고의 영화 10년,20년이 흘러도 마음속에 남아있을것같다",1
931,이영화를 끝까지 볼수 있는 사람은 진정한 용자임,0
932,10년도 더 된 영화지만 재밌었다. 이성재 짱,1
933,진자 아무생각없이보다가 봣는데 개흥미진진,1
934,유치하고 무난하면서 진부한 영화,0
935,"정말 훌룔한 스토리, 반전이었다",1
936,이 영화를 보고난후 극장 영사실을 유심히 보게 되었다. ^^,1
937,무슨 이런 영화가.. -_-;; 내가 이해력이 부족한 건가??,0
938,이 영화는 영화가 아닌 삶 그 자체...,1
939,연기도 오바.. 내용도 오바.. 너무 과하다..,0
940,정말 재밌어요.박용하가 너무 멋져.,1
941,"류시원, 이세창도 재미없다 했을껄~~~",0
942,아 갑수ㅤㅎㅛㅇ 무릎팍 넘 빵빵터져요 ㅋㅋ 무릎팍보고 온사람손,1
943,나이거 친구랑 죽는듯이 웃으면서 봤다. 케이블에서 한번 더봐서 2번본거같은데,1
944,진심 재미없음 이걸 왜 돈주고 봄?,0
945,어제 케이블에서 하길래봤는데 정말 드럽게 재미없네...,0
946,돈주고보면 돈이아깝고 공짜로보면 시간이아까운듯,0
947,배틀로얄 이름팔아서 잘될라고 했냐...... .... 젠장,0
948,키아누리브스 생애 최고의 작품,1
949,REC3 : 기원. 드릅게 재미없네유.,0
950,12세 이하 용 오글거리면서 보는 맛,0
951,완전 잼없음.평점 1점도 아까움,0
952,다소 아쉬운 면도 있지만 그래도 최고의 감동~,1
953,난 어렸을 적 봤는데 재밌었음,1
954,KBS 독립영화관 마지막회 작품이었습니다.,1
955,당신의 마음을 정서를 채워주는 영화에요...잭 바라지..안녕~~,1
956,평론가평점이 왜 존재하는지 모르겟다ㅋㅋㅋㅋ 영화에 대해 알기나 하나?ㅋㅋㅋㅋ,1
957,나의 마음속에는 100점인데 10점 밖에 없어서 아쉽습니다,1
958,동호의 아저씨 살려주세요 이은 개그 아닌 개그 영화,0
959,광대한 스케일의 영화가 재미를 주네요 ^^,1
960,이 새낔.ㅋㅋ 영화가 아니라 자서전이잖아..,0
961,좀비 영화중 제일 맘에 드는 작품.,1
962,인생영화 임창정 연기 정말 좋습니다,1
963,심오한 형제애를다룬 명작영화ㅎㅎ역시 짱구는명불허전이네요.너무재밌어요,1
964,앤디가르시아의 눈물...ㅜㅜ 맥라이언의 사랑스러움^^,1
965,엉성한 드라마 주연들은 죽고 조연들이 살아나다,0
966,어릴적꿈에나타난데일리 므흣 ㅋㅋ,1
967,아쉬운점도 있지만 나쁘지 않은 영화,1
968,난이거 진ㅉㅏ 재밌게봣엇어 ㅋㅋㅋㅋ 정선경 너무 터푸해,1
969,성공적인 속편은 딱 2편까지 ~ 언제봐도 즐겁다,1
970,원작의 묘미는 어디가고 각색 연출 너무 허접해;;,0
971,억지스럽게 거짓말을 해 놓고 관갹들 보고 믿으라네?,0
972,단순히 유치하지만은 않다. 이런쪽에선 괜찮은 영화~,1
973,열린입이라고 남드라마헐뜯고하는거아니야^^;이해못하는걸 왜남탓을하지?이해안되네,1
974,사이트 가서 에피소드 다 보니까 이해가 가네요~ 흥미롭네요~,1
975,임청하 누님의 미모도 미모지만 배역 특유의 카리스마와연기력을 볼수있는 영화,1
976,배우들은 열심히 뛰는데 내 심장은 별로 안 뛰었다.,0
977,제일 재미없는 영화. 배우들의 연기 및 스토리 등등...,0
978,"내가 당신 대신 ""보는""고통을 겪었느니라...크헉....",0
979,등장인물의 감정선이 모두 묘하게 매력적인...,1
980,별로다. 이런류의 영화 이제 지겹다.,0
981,캬 최고의 영화입니다 평점 왠만하면 안남기는데 남자라면 필수영화,1
982,예전추억이 떠오르네요 너무잼나게봐서 ^^*,1
983,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 10점 더주고 싶다,1
984,대단히 실망스러움 씨네큐브서 봤는데,0
985,편집됬다는게 흑.. 빂츠갔더니 편집된게 있는!! 뙇!!,1
986,이건 시간 때우기용에도 못 미친다. 시간이 아깝다.,0
987,"좋은 것은 모두 모아, 억지스런 해피 엔딩, 싫다.",0
988,전개도 너무 빠르고 연기력도 별로고…… 그냥 애들용 영화,0
989,미안하다. 무슨 말인지 모르겠다. 왜 양철북에 그리 집착하는지도 모르겠다.,0
990,독특한 뉘앙스 외엔 엉망진창.,0
991,이건 예술입니다 ~ 진짜 잘 만들었다 !!,1
992,"이 영화는 한마디로 정의할 수 있다. ""안웃긴 코미디""",0
993,액션이 으리으리하다 으리으리으리으리,1
994,그 당시 영상이 담을 수 있었던 거의 모든 중국의 것,1
995,시고니 위버의 열연에 푹~ 빠져 본 영화!!,1
996,"코미디는 저질, 신파도 저질.",0
997,더블 타겟과 비슷한 느낌으로 삼류 영화,0
998,첨엔 좀 볼만한가 했더니;; 시간 아깝네,0
999,이보다 더 감동있고 황금같은 영화는 있을까?,1
1000,발칙한 상상력이 만들어낸 명작,1
1001,지금까지 본 드라마중에서 제일재미있었음,1
1002,결국 테이프를 누가 보냈는지는 중요하지 않다,1
1003,"카지노로얄 만든 감독이 만들었는데, 왜 이 모양? ㅡㅡ;",0
1004,"평범하지 않은 대사, 평범하지 않은 화면 그리고 오래남는 여운~",1
1005,이런 영화는 평점 1점도 아까운 영화일 거 같음,0
1006,메시지를 전달 하려고 했는데...시나리오가 개차반...ㅉ,0
1007,얼굴이.. 얼굴이 다 똑같에.. ㅡㅡ 진짜 심하다,0
1008,우리나란이상하게 3d만들길좋아하는듯,0
1009,하하하 저도 속아서 봤어요 !!!,0
1010,별로감흥도없고 재미도없었습니다.,0
1011,별 내용 없어요. 소프트 포르노예요. 볼 사람은 보세요..,0
1012,니콜라스 케이지~ 이런영화는 제발 찍지 말자~~엉망진창~-ㅅ-,0
1013,막장으로 치닫는 슬랩스틱 코메디의 최후.,0
1014,서로가 서로에게 결핍된 장면의 조각들,1
1015,언제적 영화를 개봉한다고 .. 망작입니다..,0
1016,오래됐어도 요즘보다 못할것도 없다.,1
1017,오..마이...갓...개봉하지 않은 이유가 있었군...,0
1018,포스터제목 다 낚시용이냐~내용도 없고 지루하다,0
1019,특이하고 코믹한 이야기.그러나 화이트칙스와 좀 비슷?,1
1020,글자 10자 채우기도 귀찮네.,0
1021,핵이 실제로 폭발하기는 하나 B급 액션물에 그쳤을뿐.,0
1022,은근히 유치한 맛도 재미로 승화된다. 계속 보게만드는 마력.,1
1023,"잔잔하니 볼만한 영화, 조니뎁 팬이라면 더더욱!!",1
1024,담담하고 즐겁고 잼있는 좋은 영화. ^^,1
1025,재밌구먼 평점이 낮아서 10점 준다 8점정도~,1
1026,요영화 디게 재밌어요!!!한번 보세요!!!,1
1027,이런 연출력이면 무슨 짓을 해도 의미없다,0
1028,이게 독립영화냐 쓰레기냐? 내용도 어이없지만 연기마저 우습다,0
1029,영상만 감각적이고.까닭모를 객기정 증오뿐.음악만 남는다.,0
1030,이 명작을 이제야 보다니...,1
1031,가슴이 찡하도록 울려주는 영화였습니다.,1
1032,성인코믹이라하기에는 너무유치하고 아동코미디라하기에는 너무선정적인...,0
1033,이 영화를 이해하기에는 나는 아직 너무 어린걸까,0
1034,"컨트리송,미국민요,CCM, 명배우연기와 함께 잔잔한 감동을 주는 좋은 영화",1
1035,최우식 참 연기 잘하는 배우구나 라는 걸 느끼게 해 준 영화,1
1036,진짜 어렸을 때 봤는데 지금도 기억속에 ㅋㅋㅋ,1
1037,오래전에 보긴 했지만 괜찮은 영화임은 분명해요,1
1038,감독 연출이 좀 어설픈 듯 전반적으로 짜임새가 부족하다,0
1039,차라리 원작 내용을 담은 식객 2007년작이 나음...,0
1040,몰랐던 신인들이 돋보이는 최고 드라마 닥치고꽃미남밴드 나오면 다 좋아 ㅎㅎ,1
1041,독특하고 귀여운 존쿠삭~ 자녀와 함께 보기 좋은 애니^^,1
1042,걍 좋음ㅋㅋ안 봤으면 꼭 보길,1
1043,어제 케이블에서 하는거 봤는데 다 짤라서 엉망이었던 -_-;,0
1044,"고전에 대한 모독, 놀라움은 사라지고 헛웃음만 나오게한다",0
1045,패트레이버 팬인데....영화가 이게 뭐야 ㅠㅠ,0
1046,이 영화 저만 별로였나 보네요...,0
1047,"가볍게 볼 수 있는, 그러나 결코 가볍지 않은 영화",1
1048,잠만 자다 왔네요 ㅜㅜ돈 아까버,0
1049,집에다 소장용이냐? 영화찍지마라 그냥,0
1050,네드의 순수함은 비현실적이라 좋앗지만 작품은 꽝이다 이런걸 영화라만들다니,0
1051,복잡한 생각 필요없다 차라리 로꼬를 보고 말지..,0
1052,재미하나도없네 제비가될려면어떤춤을춰야되나?,0
1053,강시선생에다가 임정영이면 꼭봐야한다 예전에도 3번봤다,1
1054,진짜뭐햐는 짓인지...스토리가 억지스럽고 자연스럽지못하고어처구니가 없네요,0
1055,최지우 최고 ㅜㅜ 사랑합니다.,1
1056,지금보기엔별거없음 뻔함. 극적인감동도약하고.,0
1057,미숙누님 포스에 반의반의반의반도 안되는구나,0
1058,본드의 부인은 예쁘지만 죠지 라젠비는 글쎄~,0
1059,심잠이 멎을 뻔 했다. 너무 가슴 아프고 슬프다.,1
1060,주변에 적은 만들지 말자라는 교훈을 얻었다.,1
1061,아... 또 보고싶네... 보러가야지,1
1062,지루하고 감동없구.......예의상봤음,0
1063,아작가초보냐드라마흐름을이딴식으로?꽈도넘꼬는거아냐,0
1064,본격 장르가 무색해지는 영화.,0
1065,보조금에 대한 안좋은 기사가 있네요..,0
1066,알제리 사건에 대해 별로 와 닿지도 않고 그저 지루할뿐..,0
1067,그냥 프리미어 리그를 보면 안되나?,0
1068,한국영화답지않은 한국영화... 우린 이런 영화에 목말라있다...,1
1069,이게 바로 멜로 로맨스... 재밌다,1
1070,색채감과 배경음악도 좋고 다른 영화(애니)하곤 차이가 확연히 났습니다.,1
1071,너무 압축시켜놓은듯한데 게임으로 해봐야겠다,0
1072,여기에 김영인씨가 특별출연을 했다죠. 야인시대에 심영 역을 맡았던.,1
1073,왜 헤라클레스의 인물묘사를 저따위로 했을까?,0
1074,여러의미로 눈물이 핑 도는 정말 최고의 영화.,1
1075,아카데미 여우주연상 2회수상의 힐러리 스웽크의 최악의 선택....,0
1076,어의없는 스토리.. 여자죽을때 웃음나옴.. 로맨스영화냐?,0
1077,주인공들이완젼기여워요!!재밋어요~굳굳bb,1
1078,이런 영화인 줄 몰랐다... 생각할 거리를 주는 나름 괜찮은 영화,1
1079,"처음엔 ??로 시작해서 마지막은 미소짓게 한다, 괜찮은영화",1
1080,엄마가 틀어놓고 봐서 저녁먹을때 어쩔수없이 보는쓰레기,0
1081,심사가 너무..........,0
1082,조니뎁의 연기력도 지루함속에선 무용지물,0
1083,큐브 ...더 이상은 안나오겠지..???,0
1084,아버지가 찾은 진정한 미각과 음식의 의미,1
1085,첨봤을때 경악을 금치못했다다시봐도 너므재밌고시나리오가 참 대박이라는 생각밖에,1
1086,어디서 많이 본듯한 스토리다.,0
1087,나는 관대하다..그것도 아주 ㅡㅡ;;,0
1088,스토리가 좀 아쉽긴 하지만 나름 설레면서 봄,1
1089,티비나와서 계속귓속말하는거 진짜답답하다 귓속말좀하지말지,0
1090,한국판 제목이 아쉽다 제목만 보고 B급 영웅활극인줄..,1
1091,이건 돈많은 사람이 바야한다..,0
1092,보는내내 편안한 미소를지으며 볼수있는영화,1
1093,어렸을때 중학생 관람가 였는데... 우뢰매 이후 오랜만에 극장나들이~,1
1094,밍밍한 맛. 졸음이 몰려온다.,0
1095,돈과 시간이 아까움. 똥싸고 안닦은 느낌의 찜찜한 영화,0
1096,쥬라기공원을 처음 봤을때의 충격을 다시 느낄수 있을줄이야..,1
1097,안나가 민폐라서 1점 드립니다.몇년을 기다려온 계획!아이 피하려다 실패!,0
1098,은지언니! 수호오빠!완전 좋아요~~~,1
1099,잼잇는데..기대안하고 봐서 그런가^^..,1
1100,재밌게 봤지만 댓글에 의리라는 단어 때문에 1점도 주기싫다,0
1101,역대급 명영화다. 한국영화사상 5손가락안에 꼽을 만한 명작품!!!,1
1102,성유리씨 다시 봤어요 ! 가슴 아프고 공감가고 아름다운 연기였어요.,1
1103,다시 보고싶은 영화네요~~^^,1
1104,난 만화는 안봤지만 영화는 참재미있게 본ㅋㅋ,1
1105,장진.. 자신이 얼마나 산만한지 깨달아야.,0
1106,비디오대여점 전용영화를 개봉영화라고 속여서 팔려는 저급수작 ㅋㅋ,0
1107,반전이 별루...너무 기대를 했나??,0
1108,쩝 합리화에다가 광고만 너무하게나오네,0
1109,후속작임에도 그래도 웨버였다!!!!!,1
1110,최악의 영화 최대한 빨리 폐기되어야 할 영화 1순위,0
1111,시대가 바뀌어도 빛을 발하는 그의 연기... 대단 !,1
1112,내인생 최고의 영화에요 두고두고 보고싶은영화!,1
1113,참 별로다.. 어디서 재미를 느껴야 할지.,0
1114,이 시절엔 그래픽이 없었으니까 초대형 블럭버스터다. 감독도 대단한 것 같다.,1
1115,이 여성의 전기를 왜! 영화로 만든 거냐...,0
1116,무협지에서 자주 등장하던 복수의 악순환. 분위기부터 구성까지 아주 좋았음.,1
1117,전쟁물의 정석 이보다 현실적이고 드라마틱 할수가 있을까?,1
1118,..하.. 시간아깝다.. 졸작크리,0
1119,여운이 있는 영화. 진지한 연기와 예상을 뒤엎는 전개가 좋았다.,1
1120,예고편 하고는!!! 무슨내용인지 모르겠다,0
1121,레전드 오브 레전드. 평론가들은 영화를 옹이구멍으로 본듯.,1
1122,아니왜 코미디영화를 재미없게만들지;;;,0
1123,"고민에 빠진 최민식, 진퇴양난이다.",0
1124,"역대 엑스맨 시리즈 중 데오퓨, 퍼클이 가장 재밌음.",1
1125,이 영화를 다시 볼 수 있게 해주소서,1
1126,"내 만원 돌리도~~ㅜㅜ스토리업구,재미업구,사랍업구",0
1127,말이 필요 없는 최고의 영화!!,1
1128,완전 재밌었다는~ 구할수만 있다면 소장하고싶다~,1
1129,선가(禪家)에 관한 영화 중 가장 개성있는 작품,1
1130,요즘 초등학생들도 이런거 유치해서 안본다,0
1131,이건 뭐... 이 영화 망한 거 김태희 탓만 할 건 아니다,0
1132,재미없어요ㅠ어여 끝나고 재미난거 했음 좋겠습니다,0
1133,"담담한 휴먼드라마, 내우주 sf를 좋아하신다면 추천.",1
1134,"그 흔한 키스씬 하나 없어, 좋았다. 그 느림.",1
1135,"두서없고,산만하며,보고나면 정신이 다 하나도 없어지는 영화.",0
1136,"유머와 구성, 내용 모두 만족 시켰던 뮤지컬 같은 영화..",1
1137,여러분 이영화는 스티븐스필버그감독이아니며 톰크루즈배우영화아님을 알려드립니다,0
1138,개후진영화 ㅡㅡ.. 2시간30분동안 지루해죽는줄 ㅡㅡ;;,0
1139,한국영화에 이토록 다양한 인간군상이 존재하는 작품은...,1
1140,화면이 너무 아름다워서 보는것만으로도 마음이 평온해진다.,1
1141,이게 로맨틱코미디에요? 왜이렇게 암울해,0
1142,뭐냐 이영화 왜 0점은 줄수없는거냐 글고 여고2 너무따라해서 나열받음,0
1143,신선한 소재에 재미있는 장면들.. 그때 당시에는 참 엄청난 작품이었겠다,1
1144,욕망에 대한 풍자를 동화적 색채로 풀어낸 훌륭한 작품이다.,1
1145,이런종류의 영화 매니아가 아니면 계속 보는게 힘들것..,0
1146,이런게 영화지! 정말 재미있습니다!,1
1147,지네들끼리 찍고 댓글달고 ㅋㅋ,0
1148,정말 예쁜 영화.. 간직해야겟다..,1
1149,어떻게 이렇게 만들수 있는지.. B급영화를 넘어선 D. E급 영화,0
1150,잘 나가다 웬 스케이트보드???,0
1151,뻔히 보이는 정치공학과 노림수.,0
1152,공포영화 보다가 잠들기는 난생 처음 입니다.,0
1153,뭔 내용이야 좋은 배우들 갖다가 아우 보는 내내 짜쯩난다,0
1154,허접한 스토리. 허접한 연기력.,0
1155,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1
1156,대한민국 사극영화중 넘을수없는 독보적 일등,1
1157,걍 최 고 ㅋㅋㅋㅋㅋㅋ 내스타일에너무잘맞는영화인데다 그냥너무사랑스러움ㅋㅋㅋㅋ,1
1158,감독 답답아 마지막엔 견자단으로 나와야지. 그래야 1~2편의 삘이 꽂히잖아,0
1159,수치스러운줄 알아야한다 이것은...,0
1160,사랑과 자유에 대해 침묵하련다,1
1161,일본 영화는 해가 갈수록 한심해지네,0
1162,이걸 평가해야 하나 말아야 하나 고민되는군 순위가 나오지 않아서 별로,0
1163,"실망 만땅.스튜어디어스의 실수,기장의 어의없는 억측,긴장감 전달 미흡",0
1164,혹성탈출 시리즈에 먹칠하지 말거라,0
1165,영화도 엄청 산만하고 뭘 얘기하고 싶은건지도 모르겠음,0
1166,올해 한국영화 중에서 제일 괜찮은 수작인 것 같다. 잔잔하면서 깊은 여운이.,1
1167,제발 스페어2가 나왔으면 !!! 너무너무 재밌어요,1
1168,마지막 이야기는 괜찮았으나 나머진 그저 애들이 징징대는거로 밖에는 안보인다,0
1169,정말 답이 없는 영화 ㅡㅡ..,0
1170,이게 도데체 무슨 시츄에이션인지 알수가 없네,0
1171,울었다는건 오바고 그래도 의외로 스케일도 크고 재미 있다.,1
1172,켄신 빠돌이로서 한마디 돈아깝다 -_-;; 제관점은 추억편 영향이 큰듯.,0
1173,법은강한자에게만 평등하고정의는 없다,1
1174,조용하지만 묵직한 영화 배우들의 연기도 일품,1
1175,정말 재밌게 잘봄 ㅋㅋ ost가 정말 좋음,1
1176,삶을 다시 생각하게 만드는 영화네요.,1
1177,재밋어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1178,점점 안드로메다로 가는 느낌-,0
1179,거의 10년전에 봤던영화 다시찾느라 몇년 걸렸다 명작~,1
1180,죽은 연인도 살려내던 그 긴박한 순간 그리고 다시 찾아온 비극에 슬펐다.,1
1181,이 영화 평점이 왜이런지 모르겠다...,1
1182,허약한 각본을 윌리스가 보완해 주다.,0
1183,"겁나 재밌구만,, 한국갱나온다고 1점준 사람들은 머냐,, 진짜",1
1184,내 나이 35이걸 왜 보았을까..,0
1185,"지나가다보았는데, 좀비인줄알았음..",0
1186,역시 할리웃은 할머니마저 영웅으로 만드는군,0
1187,손바닥으로 하늘을 가릴 수 없습니다.,0
1188,그만 좀 질질 끌지ㅡㅡ 아무리드라마라지만... 저렇게막으로가고싶나요?,0
1189,잭더리퍼 이좋은 소재로 이렇게 지루하게만들다니..졸작,0
1190,이런영화재밌다는사람들도대체 정신세계가 궁금??,0
1191,에휴... 그냥 명장 관우...,0
1192,레전드란 말이 어울리는 몇 안되는 영화중 하나,1
1193,상당히 재미있었다. 조진웅의 연기는 역시 갑이다.,1
1194,평점에 거품이 많은듯...무지 지루하다,0
1195,전개가 지루하고.. 허술한 느낌이네,0
1196,2시간 넘게 뭘 한 건지...,0
1197,와 이거 78년도 영화네 ㅋㅋㅋㅋ 오늘 티비서 해주던데 잼나게 봤음 ㅋㅋ,1
1198,"맞아요! 지루해요.. 전 전형적인 한국인의 정서라서,,^^;;;",0
1199,드라마스페셜중에 제일재미있게본작품 ㅎㅎ,1
1200,말이 안되는 영화1939년에 로봇들이?,0
1201,솔직히 이것 밖에 못 주겠다..... 프랑스에서 이런 영화가....,0
1202,이우혁 작가 앞에 무릎꿇고 사죄해라,0
1203,인간의 노력과 의지가 의지가 얼마나 위대한지 보여주는 영화.,1
1204,진짜 할거 없을때 보면 좋아요,0
1205,안타깝다.. 전보다 못한 시즌이라니..,0
1206,노래가 전혀 아름답지도 흥겹지도 않다.끝까지 보는데 많은 인내가 필요했다.,0
1207,오백원준다니 일단 적어근데 보기전에 적으라는건 뭐냐ㅋㅋ보고나서적으라고 뜨던가,1
1208,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^,1
1209,영화라고 하기엔 좀 그렇고.. 딱 저예산 단편 드라마 정도 되는 느낌,0
1210,그로테스크한 표현이나 게리올드만배우의 연기력은 최고였음 !,1
1211,보고나서 여러가지를 느끼게 하네요.정말 최고최고,1
1212,주인공을 너무 무적으로 표현했네....,0
1213,재미는없다!! 1점준것중에 한국영화는 죄다 9~10점준 M창있네,0
1214,쿠바위기당시.. 당시수뇌부들의 상황을 잘 복원했다.,1
1215,말이 필요없다! 꼭 보세요~ 두번세번 보세요!!!!,1
1216,"잔인 스토리탄탄하고 작품성있고 몰입성도 좋지만, 뭐랄까 안타깝달까..",1
1217,정말 시간 아까운 영화 절대 비추천 .....,0
1218,도무지 공감할 수 없는 캐릭터들의 생쇼,0
1219,안타깝다. 여명이 점점 늙어가고 있다. 정이건도 마찬가지다,1
1220,완전지루하고 재미없음...황정민 류승범 연기가 아까움,0
1221,재밌어요.편안하고 기분좋게 볼 수 있네요,1
1222,아아 제생각에는 뭔가가 자꾸 아쉬워요.,0
1223,오죽하면 이 시대에 이 영화 DVD조차 안 나왔다면 할 말 다 했지.,0
1224,TV라곤'광개토태왕'밖에안봅니다. 태곤님의내공깊은연기잘보고있어요^^,1
1225,영화 더럽게 심심하게 만들었네 평점에 낚이고 싶으면 열심히 보길,0
1226,장르탓인지. 딱히 기억에 남는 것은 심은경뿐.,0
1227,시간 아까운 빵점영화 지루하다,0
1228,존나재밋구만ㅋㅋㅋ운명의장난이네 서로,1
1229,나에게는 꼭 자유를 상징하는 것 같았던 마지막 씬.,1
1230,근래에 본 로맨틱 코미디중 제일 재밌었다.,1
1231,정말 신나게 봤습니다. 에너지가 느껴지네요~,1
1232,처음부터 끝까지 꾹 참고 봐라...뭔가 느껴질거다,0
1233,평점 내릴필요있다!! 그나마 박선영땜에 버텼네..,0
1234,골든 글로브 남우주연상 폴지아미티 연기 베리굿,1
1235,누가 더 혀짧은가 내기하면 박빙일것같다,0
1236,난 재미없었음 10점준사람들은 알바인가,0
1237,내가 영화를 업으로 만든 영화.,1
1238,"종교면 종교, 철학이면 철학.",1
1239,어렸을때 공중전화만 보면 흥분했던 기억.,1
1240,심각하게재밌어요 ....또보고싶어요 시ㅅ브ㅜㅡㅜㅜ,1
1241,"프로방스의 아름다운 배경과 함께한 어린날의 추억,,",1
1242,한화 한화가 한편의 영화같아서 재밌네요!,1
1243,한마디로 노잼 후회함 돈주고본거..,0
1244,팀힐 감독의 애니매이션도 이제 단물기가 빠진다,0
1245,완전 심오한 영화....내용이해가 너무 어려워요.....,0
1246,끝도 허무하다.뻔한 결말을 왜 봐? 아-_-돈내나,0
1247,아.. 그냥 이 영화를 보는동안 인생은 참... 암울한거 같아,0
1248,완전 재밌어요ㅋㅋㅋㅋㅋ백인공주귀여움ㅋㅋㅋㅋㅋㅋ,1
1249,누가 이거 실화라는거야! 돈벌라고 사기친거 밝혀진지가 언젠데.. 아는척은!,0
1250,최..고!!!돌려봐도재미없다.,0
1251,볼 때는 조금 지루하지만 나오면서 집에 갈 때까지 긴 여운이 남는...,1
1252,굳!!저는 이제서야 봤는데 좋네요,1
1253,왜 돈 들여 이런 영화를 만들까,0
1254,어디서 공포를 느껴야하는가. 헛웃음만이 나오더군.개연성이 참 부족하다..,0
1255,두배우에게 별한개씩? 그럼 영화는? 미안하다 지켜주질 못해서....,0
1256,예고편만 몇번을 봐도 이건 진짜....노답. 제발 전문성우 씁시다,0
1257,영상미 음악 모두 마음에 꼭 드는 영화,1
1258,너무 너무 재미 있게 봤어요.,1
1259,하.. 달달함과 애잔함이 밀려오는 드라마ㅠㅠ,1
1260,이런 이야기 보면 지브리가 헤체되면 않된다고 생각한다.,1
1261,드라마 평을 왜 여기다가 하고있어 ㅉㅉ,0
1262,나이먹고 왠만한 영화보고 감동안먹는데 이영화보고 진짜 눈물흘렸네여...ㅠ,1
1263,로맨틱 코메디인 줄 알고 봤는데 생각보다 재미있어요. 추천합니다.,1
1264,지루..예상한반전...오구리슌덕분에 1개,0
1265,에미 헐게 좋아요 진짜 보는 내내 뭐랄까 가슴이 들떠있어요 꼭보세욬ㅋㅋㅋ,1
1266,평점 평균 3점 이하를 예지한다,0
1267,완전 재밌었음...ㅠㅠㅠㅠ.... 잉..ㅠㅠ 끝나서 아쉽네요... ㅠㅠ ..,1
1268,솔직히 말하면 8점대가 적당하다!!,0
1269,"좋았어요연기, 음악 모두... 춤도 볼만하고보아 연기도 괜찮았어요",1
1270,영화가..참... 아무양념없이 심해어 구워먹은 그런 느낌 이에요.,1
1271,"단지 알몸일 뿐, 특별한 느낌 없음.",0
1272,세르지오 레오네.당신에게 많은 것을 배웠습니다. 존경합니다.,1
1273,기발한 소재였어요 딸과 재밌게 봤어요,1
1274,음악과 인간과 그 시대상이 모두 적절히 어우러진 감동적인 영화였어요 :),1
1275,그동안 본 드라마 중 최고에요. 명작이네요.,1
1276,"보고나서 영화관이라면 표를찢고,집이라면 마우스던진다",0
1277,신세경때문에 다시 찾아봄..그래도 후하진 못해..뭐니 이게;,0
1278,최강의 여전사 두명말고는 영화가 하품나오는 수준...,0
1279,이야기 한마디 한마디에 의미가 있어서 좋았습니다.,1
1280,골고루 좋은 배우들의 연기에 + 강렬한 음악까지.,1
